Township_N,Range_E,Section,Well_Depth,Elevation_Of_Clay_Layer,Smectite_Clay_Layer,Depth_to_Aquifer,Elevation
45,9,19,0,7800,0,0,7800
45,9,20,0,7800,0,0,7800
45,9,21,0,7800,0,0,7800
45,9,22,0,7800,0,0,7800
45,9,23,0,7800,0,0,7800
45,9,24,0,7800,0,0,7800
45,9,25,0,7700,0,0,7700
45,9,26,0,7700,0,0,7700
45,9,27,0,7700,0,0,7700
45,9,28,0,7700,0,0,7700
45,9,28,121,7700,0,0,7700
45,9,29,0,7700,0,0,7700
45,9,30,0,7700,0,0,7700
45,9,31,0,7645,0,0,7645
45,9,32,105,7645,0,0,7645
45,9,32,194,7645,0,0,7645
45,9,32,148,7645,0,0,7645
45,9,32,0,7645,0,0,7645
45,9,33,0,7645,0,0,7645
45,9,34,0,7645,0,0,7645
45,9,34,64,7645,0,0,7645
45,9,35,0,7645,0,0,7645
45,9,36,0,7645,0,0,7645
45,9,36,230,7645,0,0,7645
45,9,36,506,7645,0,0,7645
45,9,36,98,7645,0,0,7645
45,10,1,0,7800,0,0,7800
45,10,2,0,7800,0,0,7800
45,10,3,0,7800,0,0,7800
45,10,4,0,7700,0,0,7700
45,10,5,0,7700,0,0,7700
45,10,6,0,7700,0,0,7700
45,10,7,0,7800,0,0,7800
45,10,8,0,7800,0,0,7800
45,10,9,0,7800,0,0,7800
45,10,10,0,7700,0,0,7700
45,10,11,0,7700,0,0,7700
45,10,12,0,7800,0,0,7800
45,10,13,0,7800,0,0,7800
45,10,14,0,7800,0,0,7800
45,10,15,0,7700,0,0,7700
45,10,16,0,7700,0,0,7700
45,10,17,0,7700,0,0,7700
45,10,18,0,7800,0,0,7800
45,10,19,0,7800,0,0,7800
45,10,20,0,7800,0,0,7800
45,10,21,0,7700,0,0,7700
45,10,22,0,7700,0,0,7700
45,10,23,0,7700,0,0,7700
45,10,24,0,7800,0,0,7800
45,10,25,0,7800,0,0,7800
45,10,26,0,7800,0,0,7800
45,10,27,0,7800,0,0,7800
45,10,28,140,7700,0,0,7700
45,10,28,0,7700,0,0,7700
45,10,29,60,7700,0,0,7700
45,10,29,0,7700,0,0,7700
45,10,30,0,7800,0,0,7800
45,10,30,0,7800,0,0,7800
45,10,31,224,7800,0,0,7800
45,10,31,0,7800,0,0,7800
45,10,32,110,7700,0,0,7700
45,10,32,0,7700,0,0,7700
45,10,33,282,7700,0,0,7700
45,10,33,0,7700,0,0,7700
45,10,34,100,7700,0,0,7700
45,10,34,0,7800,0,0,7800
45,10,35,0,7800,0,0,7800
45,10,36,0,7800,0,0,7800
69,0,0,25,7290,1,300,7590
69,0,0,260,7260,1,300,7560
69,0,0,223,7260,1,300,7560
69,0,0,620,7260,1,300,7560
69,0,0,180,7260,1,300,7560
69,0,0,140,7240,1,300,7540
69,0,0,114,7350,1,300,7650
69,0,0,1452,7260,1,300,7560
69,0,0,140,7260,1,300,7560
69,0,0,126,7260,1,300,7560
69,0,0,141,7260,1,300,7560
69,0,0,1452,7270,1,300,7570
69,0,0,2160,7270,1,300,7570
69,0,0,124,7270,1,300,7570
69,0,0,977,7270,1,300,7570
69,0,0,1013,7270,1,300,7570
69,0,0,993,7270,1,300,7570
69,0,0,991,7270,1,300,7570
69,0,0,400,7270,1,300,7570
69,0,0,620,7270,1,300,7570
69,0,0,1000,7270,1,300,7570
69,0,0,640,7270,1,300,7570
